zdanie,spójnik,typ,sent_id
"Zauważam jednak, że kabel jest końcem rogu olbrzymiego nosorożca, który stoi na dole.","[',', ',']","['12', '131']",NKJP_1M_3302000016/morph_40-p/morph_40.64-s
"Rozglądam się za czymś, czego mógłbym się złapać.","[',']",['17'],NKJP_1M_3302000016/morph_40-p/morph_40.30-s
"Pytam ją, jak dojść do miasta.","[',']",['12'],NKJP_1M_3302000016/morph_1-p/morph_1.45-s
"Impreza rozpoczęła się blokiem rozrywkowo-muzycznym dla najmłodszych, który z werwą poprowadziła Alicja Barach, szefowa zespołu dziecięcego ""Fryga"" z Wrocławia.","[',', ',']","['32', '71']",NKJP_1M_1305000000393/morph_1-p/morph_1.44-s
"Pieprzyć państwo, życie ważniejsze!","[',']",['11'],NKJP_1M_2004000000302/morph_13-p/morph_13.6-s
"Wydało jej się to dziwne, choć teoretycznie było możliwe.","[',']",['22'],NKJP_1M_2004000000302/morph_17-p/morph_17.38-s
"Ona należy do polskiego kontrwywiadu, który na warszawskiej giełdzie trzepie taką kasę, że można by nią nakarmić niejedno ministerstwo z wiecznie głodnymi przyległościami.","[',', ',']","['23', '54']",NKJP_1M_2004000000302/morph_15-p/morph_15.36-s
"Już wiemy, do kogo należy niewidzialna ręka rynku!","[',']",['11'],NKJP_1M_2004000000302/morph_15-p/morph_15.10-s
"Pan Marian, z czapeczką piwnej piany na nosie, wciąż gadał o sobie.","[',', ',']","['11', '43']",NKJP_1M_2004000000302/morph_1-p/morph_1.75-s
"Siadała z poranną kawą przy tym samym oknie, przy którym siada teraz ona?","[',']",['33'],NKJP_1M_2004000000302/morph_20-p/morph_20.42-s
"Może to ta kobieta, po której w mieszkaniu nie został żaden ślad, choć Izaura tak pilnie próbowała go wytropić?","[',', ',']","['67', '197']",NKJP_1M_2004000000302/morph_20-p/morph_20.64-s
"Chcąc im skrócić oczekiwanie na występ, organizuję prywatne przesłuchanie dla Angeliki.","[',']",['68'],NKJP_1M_1202900132/morph_2-p/morph_2.50-s
"Znosimy wszystkie złośliwości, jakie nam robi, łącznie z hałasowaniem podczas ciszy nocnej – mówi pan Józef.","[',', ',']","['19', '35']",NKJP_1M_1204900008/morph_6-p/morph_6.67-s
"Starostwo zwróciło się do rybnickiego urzędu skarbowego, aby sprawdzić, czy przedsiębiorcę, który prowadzi niemal hurtową sprzedaż opału, stać na zapłacenie 500 zł grzywny.","[',', ',', ',', ',']","['39', '50', '62', '108']",NKJP_1M_1204900008/morph_6-p/morph_6.28-s
"„Wiem, co pan czuje...”","[',']",['10'],NKJP_1M_2001000005/morph_3-p/morph_3.62-s
"Pomijając całą resztę artykułu, to jest kompletna bzdura.","[',']",['25'],NKJP_1M_6203010001116/morph_1-p/morph_1.10-s
"– W związku z tym, że handluje tam osoba prywatna, musi indywidualnie wystąpić o pozwolenie, żeby nie było wątpliwości natury prawnej.","[',', ',', ',']","['20', '44', '68']",NKJP_1M_GazetaMalborska/morph_36-p/morph_36.49-s
"W jednej z miejscowości gminy Sztum, policjanci znaleźli dziuplę samochodową, w której znajdował się skradziony opel vectra z usuniętymi już znakami identyfikacyjnymi.","[',', ',']","['55', '346']",NKJP_1M_GazetaMalborska/morph_17-p/morph_17.25-s
"To otwiera i dla nas możliwości – twierdzi Andrzej Rychłowski, burmistrz Malborka.","[',']",['44'],NKJP_1M_GazetaMalborska/morph_41-p/morph_41.32-s
"- Dowództwo bazy lotniczej patrzy przychylniej na pomysł budowy terminalu pasażerskiego na terenie należącym do wojska, chcemy więc nasze działania zintensyfikować – dodaje włodarz.","[',', 'więc']","['342', '349']",NKJP_1M_GazetaMalborska/morph_41-p/morph_41.58-s
"Z jakiejś przyczyny jednak, w sobotę nie mogłam napić się gorącego wina.","[',']",['18'],NKJP_1M_GazetaMalborska/morph_28-p/morph_28.15-s
"Jeśli punkt ma zgodę wydaną przez odpowiednie organy, nie ma powodu, by rezygnować ze sprzedaży “grzańca”.","[',', ',']","['113', '188']",NKJP_1M_GazetaMalborska/morph_28-p/morph_28.36-s
"Szczególnie, osoba szefa zarządu Portu Lotniczego budzi kontrowersje.","[',']",['6'],NKJP_1M_GazetaMalborska/morph_1-p/morph_1.40-s
"Aneta znalazła się w grupie szczęśliwców, którzy bawić będą widzów następnym razem.","[',']",['25'],NKJP_1M_GazetaMalborska/morph_6-p/morph_6.62-s
"Nasza Czytelniczka próbowała dowiedzieć się, skąd wzięła się kwota na rachunku, który otrzymała.","[',', ',']","['24', '73']",NKJP_1M_GazetaMalborska/morph_19-p/morph_19.16-s
"Również nam nie udało się ustalić, jakie są stawki za wywóz nieczystości.","[',']",['24'],NKJP_1M_GazetaMalborska/morph_19-p/morph_19.71-s
"W porcie Tuapse w Kraju Krasnodarskim trwa załadunek 1500 spadochroniarzy, którzy mają dotrzeć do Kosowa ok. połowy lipca.","[',']",['42'],NKJP_1M_1305000001037/morph_1-p/morph_1.37-s
"Aktorstwa psychologicznego, posługującego się w dodatku społeczno-obyczajową motywacją zachowań postaci.","[',']",['12'],NKJP_1M_1102000004/morph_2-p/morph_2.79-s
"Znajdą w nim miejsce osoby potrzebujące natychmiastowego schronienia, na przykład maltretowane przez mężów kobiety.","[',']",['42'],NKJP_1M_1305000000747/morph_1-p/morph_1.62-s
"W południe bezwietrznego listopadowego dnia podjechała taksówką na ulicę Topiel, gdzie mieszkała stara akuszerka, masowo produkująca aniołki.","[',', ',']","['71', '52']",NKJP_1M_2002000099/morph_3-p/morph_3.20-s
"Jak twierdzą wydawcy gazety, zadzwoniło już 144 tys. osób popierających ten pomysł.","[',']",['25'],NKJP_1M_1305000000372/morph_1-p/morph_1.31-s
"We wtorek Królewskie Narodowe Towarzystwo Różane wypuściło pięć tysięcy róży nowego gatunku o nazwie ""Róża Anglii"", upamiętniających księżną Dianę.","[',']",['158'],NKJP_1M_1305000000372/morph_1-p/morph_1.54-s
"Ci w Piątce nic nie zobaczą, bo stołówka zasłania.","[',']",['67'],NKJP_1M_2004000001/morph_3-p/morph_3.56-s
"Nie odkładając pocisku, sięgnąłem do kabury.","[',']",['13'],NKJP_1M_2004000001/morph_2-p/morph_2.33-s
"Ranking jest tylko wskazówką dla delegatów, którzy sami na kongresie podejmą decyzję o wyborze kandydata.","[',']",['25'],NKJP_1M_1303910001/morph_31-p/morph_31.17-s
"Żydów, zgłaszających się do Armii Ochotniczej w 1920 r., kierowano do karnych batalionów.","[',', ',']","['7', '144']",NKJP_1M_1303910001/morph_137-p/morph_137.83-s
"- Nas interesuje, kto skorzysta na handlu Okocimiem-2.","[',']",['14'],NKJP_1M_1303910001/morph_45-p/morph_45.80-s
"Prezes Wiesław Rozłucki zapowiedział wczoraj, że z uwagi na bardzo małą płynność Okocimia-2 giełda będzie się uważniej przyglądać notowaniom tych papierów.","[',']",['24'],NKJP_1M_1303910001/morph_45-p/morph_45.33-s
"Trudno jest też prywatyzować, ponieważ roszczenia dawnych właścicieli zawsze będą wracały.","[',']",['20'],NKJP_1M_1303910001/morph_184-p/morph_184.39-s
"Zdaje on sobie sprawę, że bez reprywatyzacji nie da się przeprowadzić skutecznych reform własnościowych.","[',']",['20'],NKJP_1M_1303910001/morph_184-p/morph_184.26-s
"Polska pragnęłaby, aby negocjacje o wejściu do Unii rozpoczęły się już w 1996 r.","[',']",['14'],NKJP_1M_1303910001/morph_87-p/morph_87.48-s
"Ponieważ wszystkie baseny kąpielowe były jeszcze nieczynne, Mister O'Goreck chętnie skorzystał z tej jedynej okazji do kąpieli w mieście.","[',']",['178'],NKJP_1M_1303910001/morph_50-p/morph_50.33-s
"Tam czekały już na nich armatki wodne, podstawione przez władze.","[',']",['26'],NKJP_1M_1303910001/morph_50-p/morph_50.12-s
"W związku z tą sprawą zatrzymany jest także 18-letni Mariusz G. z pobliskiego Strzegowa, który ""wystawił"" swoich sąsiadów.","[',']",['56'],NKJP_1M_1303910001/morph_104-p/morph_104.23-s
"Najlepszym lustratorem jest, moim zdaniem, samo życie.","[',', ',']","['15', '24']",NKJP_1M_1303910001/morph_261-p/morph_261.40-s
"Dziś znaczna część naszych rodaków w ogóle nie rozumie, o co w tym wszystkim chodzi.","[',']",['45'],NKJP_1M_1303910001/morph_261-p/morph_261.17-s
"Należy przy tym pamiętać, że każdy twórca może wybrać miejsce akcentowania indywidualizmu.","[',']",['20'],NKJP_1M_1303910001/morph_156-p/morph_156.36-s
"Był niemal bezradny wobec fantastycznych zagrań rywala, który grał mecz swojego życia.","[',']",['28'],NKJP_1M_1303910001/morph_289-p/morph_289.33-s
"Nie ukrywamy, że trzeba będzie wielu ludzi aresztować.","[',']",['10'],NKJP_1M_1303910001/morph_132-p/morph_132.33-s
"Problem w tym, że ludzi politycznie aktywnych jest niewielu.","[',']",['15'],NKJP_1M_1303910001/morph_42-p/morph_42.11-s
"Wygląda na to, że gotów jest to zrobić.","[',']",['14'],NKJP_1M_1303910001/morph_42-p/morph_42.39-s
"Jednocześnie wraz z Haesslerem ""wyłączył"" z gry Enzo Scifo, którego Niemcy bardzo się przed meczem obawiali.","[',']",['43'],NKJP_1M_1303910001/morph_168-p/morph_168.35-s
"Na wyróżnienie trenera zasłużył także Mathias Sammer, który pełnił funkcję motoru napędowego reprezentacji.","[',']",['30'],NKJP_1M_1303910001/morph_168-p/morph_168.15-s
"Pomysł Łukaszenki, by siłą tłumić kolejne demonstracje, doprowadził tylko do większej agresji tłumu.","[',', ',']","['12', '50']",NKJP_1M_1303910001/morph_182-p/morph_182.63-s
"Gdy syn prosił o jej podpisanie, ksiądz wyraził się wulgarnie...","[',']",['81'],NKJP_1M_1303910001/morph_17-p/morph_17.63-s
"Po roku 2010, zdaniem specjalistów z ministerstwa, nastąpi spadek wydobycia, gdyż łatwiej dostępne złoża wyczerpią się.","[',', ',', ',']","['60', '15', '32']",NKJP_1M_1303910001/morph_78-p/morph_78.69-s
"Uchwalona przez Kongres w roku 1975 ustawa ERISA o obowiązkach emerytalnych pracodawców nakazuje im, aby każdego pracownika włączyć do systemu emerytalnego już po pięciu latach pracy.","[',']",['62'],NKJP_1M_1303910001/morph_166-p/morph_166.54-s
"W pierwszej walce, w zeszłym roku, uchodzący za niezwyciężonego Żelazny Mike padł na deski w XI rundzie.","[',', ',']","['14', '26']",NKJP_1M_1303910001/morph_240-p/morph_240.42-s
"Nie dodali jednak, że ubezpieczenia zawierane przez Polaków za granicą są nielegalne.","[',']",['13'],NKJP_1M_1303910001/morph_213-p/morph_213.44-s
"Rzecznik ING powiedział, że ""pierwsze rozmowy przedstawicieli obydwu instytucji odbędą się na pewno w tym miesiącu"".","[',']",['16'],NKJP_1M_1303910001/morph_274-p/morph_274.20-s
"Kreml zaprzeczył, by Jelcyna dotknęła wczoraj taka właśnie dolegliwość.","[',']",['12'],NKJP_1M_1303910001/morph_67-p/morph_67.11-s
"Służby prasowe prezydenta poinformowały jednocześnie, że odwołano wszystkie spotkania prezydenta, zaplanowane na przyszły tydzień.","[',', ',']","['25', '56']",NKJP_1M_1303910001/morph_67-p/morph_67.28-s
"Wszyscy prosili, by nie wymieniać ich z nazwiska.","[',']",['12'],NKJP_1M_1303910001/morph_67-p/morph_67.79-s
"W długim okresie zwiększy się udział akcji w portfelach funduszy, więc różnice między funduszami powiększą się.","[',', 'więc']","['50', '52']",NKJP_1M_1303910001/morph_177-p/morph_177.18-s
"Konkurentami dla tych niskonakładowych magazynów są polskie mutacje międzynarodowych wydawnictw, po które sięgają już 11-latki.","[',']",['52'],NKJP_1M_1303910001/morph_263-p/morph_263.17-s
"Należące do koncernu Fiata przedsiębiorstwo Gilardini zawiązało z firmą Labinal spółkę, która będzie największym w Europie producentem filtrów samochodowych.","[',']",['55'],NKJP_1M_1303910001/morph_225-p/morph_225.21-s
"- Jak powiedzieć zakładom, które chcą się prywatyzować, że im nie wolno?","[',', ',']","['19', '83']",NKJP_1M_1303910001/morph_191-p/morph_191.27-s
"Bo przecież ich dzieci zginęły za swoje przekonania, bo tak chciały.","[',']",['48'],NKJP_1M_1303910001/morph_147-p/morph_147.68-s
"Schiphol osiągnie standardy Schengen, czyli całkowite odseparowanie pasażerów z Schengenlandii od reszty podróżnych, dopiero pod koniec grudnia.","[',', 'czyli', ',']","['19', '211', '108']",NKJP_1M_1303910001/morph_75-p/morph_75.66-s
"Początkowa sytuacja była, jak się zdawało, niezwykle jasna.","[',', ',']","['16', '30']",NKJP_1M_1303910001/morph_131-p/morph_131.11-s
"Spółkom, które zainteresowane są publiczną sprzedażą akcji, postawiono zbyt wysokie wymagania.","[',', ',']","['8', '104']",NKJP_1M_1303910001/morph_153-p/morph_153.54-s
"W Waszyngtonie mówi się zupełnie wyraźnie, że ostatnie ustępstwo wobec pacyfistycznie nastawionych europejskich sojuszników może w zdominowanym przez Republikanów Kongresie podsycić nastroje izolacjonistyczne.","[',']",['25'],NKJP_1M_1303910001/morph_210-p/morph_210.25-s
"Kmetko nie mógłby udowodnić, że ciężarówki należą do jego firm.","[',']",['21'],NKJP_1M_1303910001/morph_187-p/morph_187.49-s
"Rząd odpowiada, że nie można tego teraz zrobić.","[',']",['12'],NKJP_1M_1303910001/morph_124-p/morph_124.34-s
"Traper idzie na rufę, bo tam mniej kołysze.","[',']",['26'],NKJP_1M_1303910001/morph_18-p/morph_18.71-s
"Kiedy jesienią ubiegłego roku Komisja Papierów Wartościowych ogłosiła egzamin na doradców inwestycyjnych, zaryzykował.","[',']",['113'],NKJP_1M_1303910001/morph_288-p/morph_288.62-s
"Śmiałem się oczyma, nie otwierając ust - odpowiedział Niemiec.","[',']",['16'],NKJP_1M_1303910001/morph_58-p/morph_58.73-s
"Widziałeś, jak on żartował? - pytano Beckera po meczu.","[',']",['11'],NKJP_1M_1303910001/morph_58-p/morph_58.50-s
"Po pięciodniowej sesji teoretycznej przedstawiciele zakładów, obserwując procesy produkcyjne, próbują w swoich miejscach pracy znaleźć możliwości zmniejszenia ilości odpadów.","[',', ',']","['25', '45']",NKJP_1M_1303910001/morph_128-p/morph_128.61-s
"Nic dziwnego, że został zrobiony ze specjalnych tworzyw sztucznych, odpornych na niewielkie stłuczki na parkingu.","[',', ',']","['14', '424']",NKJP_1M_1303910001/morph_102-p/morph_102.50-s
"Przyznaję, że i ja od czasu do czasu zazdrościłam przyjaciółkom, które wieczorami oglądały melodramaty.","[',', ',']","['8', '46']",NKJP_1M_1303910001/morph_5-p/morph_5.52-s
"- Jeżeli się chce z kimś być, to się z nim jest - rzekła z przekonaniem.","[',', 'to']","['46', '48']",NKJP_1M_2002000017/morph_3-p/morph_3.44-s
"Jak zwykle w okresie przedwakacyjnym stawiamy sobie pytanie: co zrobić z kwiatami doniczkowymi zdobiącymi nasze mieszkania, jeśli chcemy wyjechać na dłuższy czas.","[',']",['69'],NKJP_1M_1202900061/morph_1-p/morph_1.25-s
"Marta dyskretnie przyglądała się trójce młodych ludzi, którzy teraz opiekują się Polą.","[',']",['36'],NKJP_1M_3302000000032/morph_7-p/morph_7.14-s
"Zaproponowano więc Krystynie, która skwapliwie skorzystała.","['więc', ',']","['6', '14']",NKJP_1M_3302000000032/morph_28-p/morph_28.40-s
"Siedem, osiem?","[',']",['8'],NKJP_1M_3302000000032/morph_22-p/morph_22.31-s
"Nie zdołałeś do dna wyrwać tej maleńkiej drobiny, zachowanej w czeluści mego serca.","[',']",['33'],NKJP_1M_3302000000032/morph_4-p/morph_4.58-s
"Czy w ogóle wiesz, co to jest?","[',']",['18'],NKJP_1M_3302000000032/morph_4-p/morph_4.42-s
"Cieszą się do tej chwili, że znaleźli powód, by jej dopiec, do żywego.","[',', ',', ',']","['28', '43', '57']",NKJP_1M_3302000000032/morph_1-p/morph_1.46-s
"W kilka tygodni po pierwszym spotkaniu, w pierwszą niedzielę maja Alicja organizowała w osiedlowym klubie seniorów wycieczkę do Sanktuarium Maryjnego w Licheniu.","[',']",['387'],NKJP_1M_3302000000032/morph_53-p/morph_53.24-s
"Nie wiedziała, że w drzwiach stanęło jej przeznaczenie, przed którym nie zdołała umknąć, bo przed przeznaczeniem nie można uciec.","[',', ',', ',']","['36', '11', '94']",NKJP_1M_3302000000032/morph_30-p/morph_30.69-s
"Marta opuściła mury Kliniki przedwcześnie, na własną prośbę.","[',']",['23'],NKJP_1M_3302000000032/morph_34-p/morph_34.10-s
"Przy nim krzesło, które też ma swoją bogatą historię...","[',']",['15'],NKJP_1M_3302000000032/morph_18-p/morph_18.74-s
"- Jest mi nieprzyjemnie, gdy mówisz do mnie w ten sposób.","[',']",['18'],NKJP_1M_3302000006/morph_2-p/morph_2.13-s
"Albańczycy od 1991 roku bojkotowali serbski system oświaty, odmawiając nauki według programów wprowadzonych przez Belgrad.","[',']",['41'],NKJP_1M_1305000001128/morph_1-p/morph_1.40-s
"Przypominamy zatem zmotoryzowanym, że na odpowiednie przygotowanie świateł w samochodzie pozostał jeszcze miesiąc.","['zatem', ',']","['6', '14']",NKJP_1M_1305000001035/morph_1-p/morph_1.37-s
"Zaproszenie przedstawicieli powiatu gostyńskiego jest efektem ożywionych kontaktów gospodarczych, które zainicjowane zostały kilka miesięcy temu.","[',']",['44'],NKJP_1M_1305000000803/morph_1-p/morph_1.17-s
"Jeżeli bandzior chce ograniczyć wolność innych, to powinien za to zapłacić.","[',', 'to']","['33', '65']",NKJP_1M_6203010001125/morph_3-p/morph_3.38-s
"Śniło mi się, że zapomniałam, jak wyglądasz.","[',', ',']","['14', '26']",NKJP_1M_2004000000313/morph_9-p/morph_9.47-s
"Usłyszała gdzieś, za co rodacy go lubią.","[',']",['12'],NKJP_1M_2004000000313/morph_13-p/morph_13.22-s
"Przyszła bez zapowiedzi, gdyż umówić się z matką było niezmiernie trudno.","[',']",['18'],NKJP_1M_2004000000313/morph_17-p/morph_17.13-s
"""Boże, ile wspomnień"" - pomyślała.","[',']",['10'],NKJP_1M_2004000000313/morph_3-p/morph_3.9-s
"Na ganku pojawiła się właścicielka pensjonatu, pani Maria, z warkoczem ciasno oplecionym wokół głowy.","[',', ',']","['24', '33']",NKJP_1M_2004000000313/morph_3-p/morph_3.75-s
"W kilka dni później Andrew został oficjalnie poinformowany przez prokuratora, że Oksana Krywenko zmarła.","[',']",['46'],NKJP_1M_2004000000313/morph_10-p/morph_10.16-s
"- Zabili ją, bo przerwała głodówkę.","[',']",['17'],NKJP_1M_2004000000313/morph_10-p/morph_10.54-s
"Każdy, kto chciał mieć w tym kraju coś do powiedzenia, musiał w końcu odejść.","[',', ',']","['8', '96']",NKJP_1M_2004000000313/morph_12-p/morph_12.34-s
"Nie powiedziała mu, że leży w szpitalu.","[',']",['14'],NKJP_1M_2004000000313/morph_4-p/morph_4.9-s
"Andrew dodatkowo zażyczył sobie jajecznicę na boczku, bo stwierdził, że po tak cienkim śniadanku nie dotrwałby do obiadu.","[',', ',']","['47', '58']",NKJP_1M_2004000000313/morph_5-p/morph_5.52-s
"Wczoraj ok. godz. 13.15, na niestrzeżonym przejeździe kolejowym, w przód autobusu PKS uderzył pociąg.","[',', ',']","['22', '37']",NKJP_1M_1305000000641/morph_1-p/morph_1.21-s
"W Niemczech skrzyknęli się złodzieje samochodów na czele z Nikodemem S., zwanym Nikosiem.","[',']",['45'],NKJP_1M_1202900001000/morph_16-p/morph_16.52-s
"Do mieszkania Desselbergerów trafiają ptaki z połamanymi skrzydłami, przemarznięte, wyczerpane.","[',', ',']","['34', '39']",NKJP_1M_1202900001000/morph_28-p/morph_28.13-s
